CCAA;Viajeros_y_tasas;Periodo;Total
04 Balears, Illes;Variación anual;2017M12;.
04 Balears, Illes;Variación anual;2017M11;.
04 Balears, Illes;Variación anual;2017M10;.
04 Balears, Illes;Variación anual;2017M09;.
04 Balears, Illes;Variación anual;2017M08;.
04 Balears, Illes;Variación anual;2017M07;.
04 Balears, Illes;Variación anual;2017M06;.
04 Balears, Illes;Variación anual;2017M05;.
04 Balears, Illes;Variación anual;2017M04;.
04 Balears, Illes;Variación anual;2017M03;.
04 Balears, Illes;Variación anual;2017M02;.
04 Balears, Illes;Variación anual;2017M01;.
04 Balears, Illes;Variación anual;2016M12;.
04 Balears, Illes;Variación anual;2016M11;.
04 Balears, Illes;Variación anual;2016M10;.
04 Balears, Illes;Variación anual;2016M09;.
04 Balears, Illes;Variación anual;2016M08;.
04 Balears, Illes;Variación anual;2016M07;.
04 Balears, Illes;Variación anual;2016M06;.
04 Balears, Illes;Variación anual;2016M05;.
04 Balears, Illes;Variación anual;2016M04;.
04 Balears, Illes;Variación anual;2016M03;.
04 Balears, Illes;Variación anual;2016M02;.
04 Balears, Illes;Variación anual;2016M01;.
04 Balears, Illes;Variación anual;2015M12;.
04 Balears, Illes;Variación anual;2015M11;.
04 Balears, Illes;Variación anual;2015M10;.
04 Balears, Illes;Variación anual;2015M09;.
04 Balears, Illes;Variación anual;2015M08;.
04 Balears, Illes;Variación anual;2015M07;.
04 Balears, Illes;Variación anual;2015M06;.
04 Balears, Illes;Variación anual;2015M05;.
04 Balears, Illes;Variación anual;2015M04;.
04 Balears, Illes;Variación anual;2015M03;.
04 Balears, Illes;Variación anual;2015M02;.
04 Balears, Illes;Variación anual;2015M01;.
04 Balears, Illes;Variación anual;2014M12;.
04 Balears, Illes;Variación anual;2014M11;.
04 Balears, Illes;Variación anual;2014M10;.
04 Balears, Illes;Variación anual;2014M09;.
04 Balears, Illes;Variación anual;2014M08;.
04 Balears, Illes;Variación anual;2014M07;.
04 Balears, Illes;Variación anual;2014M06;.
04 Balears, Illes;Variación anual;2014M05;.
04 Balears, Illes;Variación anual;2014M04;.
04 Balears, Illes;Variación anual;2014M03;.
04 Balears, Illes;Variación anual;2014M02;.
04 Balears, Illes;Variación anual;2014M01;.
04 Balears, Illes;Variación anual;2013M12;.
04 Balears, Illes;Variación anual;2013M11;.
04 Balears, Illes;Variación anual;2013M10;.
04 Balears, Illes;Variación anual;2013M09;.
04 Balears, Illes;Variación anual;2013M08;.
04 Balears, Illes;Variación anual;2013M07;.
04 Balears, Illes;Variación anual;2013M06;.
04 Balears, Illes;Variación anual;2013M05;.
04 Balears, Illes;Variación anual;2013M04;.
04 Balears, Illes;Variación anual;2013M03;.
04 Balears, Illes;Variación anual;2013M02;.
04 Balears, Illes;Variación anual;2013M01;.
04 Balears, Illes;Variación anual;2012M12;.
04 Balears, Illes;Variación anual;2012M11;.
04 Balears, Illes;Variación anual;2012M10;.
04 Balears, Illes;Variación anual;2012M09;.
04 Balears, Illes;Variación anual;2012M08;.
04 Balears, Illes;Variación anual;2012M07;.
04 Balears, Illes;Variación anual;2012M06;.
04 Balears, Illes;Variación anual;2012M05;.
04 Balears, Illes;Variación anual;2012M04;.
04 Balears, Illes;Variación anual;2012M03;.
04 Balears, Illes;Variación anual;2012M02;.
04 Balears, Illes;Variación anual;2012M01;.
04 Balears, Illes;Variación de la media en lo que va de año;2020M10;.
04 Balears, Illes;Variación de la media en lo que va de año;2020M09;.
04 Balears, Illes;Variación de la media en lo que va de año;2020M08;.
04 Balears, Illes;Variación de la media en lo que va de año;2020M07;.
04 Balears, Illes;Variación de la media en lo que va de año;2020M06;.
04 Balears, Illes;Variación de la media en lo que va de año;2020M05;.
04 Balears, Illes;Variación de la media en lo que va de año;2020M04;.
04 Balears, Illes;Variación de la media en lo que va de año;2020M03;.
04 Balears, Illes;Variación de la media en lo que va de año;2020M02;.
04 Balears, Illes;Variación de la media en lo que va de año;2020M01;.
04 Balears, Illes;Variación de la media en lo que va de año;2019M12;.
04 Balears, Illes;Variación de la media en lo que va de año;2019M11;.
04 Balears, Illes;Variación de la media en lo que va de año;2019M10;.
04 Balears, Illes;Variación de la media en lo que va de año;2019M09;.
04 Balears, Illes;Variación de la media en lo que va de año;2019M08;.
04 Balears, Illes;Variación de la media en lo que va de año;2019M07;.
04 Balears, Illes;Variación de la media en lo que va de año;2019M06;.
04 Balears, Illes;Variación de la media en lo que va de año;2019M05;.
04 Balears, Illes;Variación de la media en lo que va de año;2019M04;.
04 Balears, Illes;Variación de la media en lo que va de año;2019M03;.
04 Balears, Illes;Variación de la media en lo que va de año;2019M02;.
04 Balears, Illes;Variación de la media en lo que va de año;2019M01;.
04 Balears, Illes;Variación de la media en lo que va de año;2018M12;.
04 Balears, Illes;Variación de la media en lo que va de año;2018M11;.
04 Balears, Illes;Variación de la media en lo que va de año;2018M10;.
04 Balears, Illes;Variación de la media en lo que va de año;2018M09;.
04 Balears, Illes;Variación de la media en lo que va de año;2018M08;.
04 Balears, Illes;Variación de la media en lo que va de año;2018M07;.
04 Balears, Illes;Variación de la media en lo que va de año;2018M06;.
04 Balears, Illes;Variación de la media en lo que va de año;2018M05;.
04 Balears, Illes;Variación de la media en lo que va de año;2018M04;.
04 Balears, Illes;Variación de la media en lo que va de año;2018M03;.
04 Balears, Illes;Variación de la media en lo que va de año;2018M02;.
04 Balears, Illes;Variación de la media en lo que va de año;2018M01;.
04 Balears, Illes;Variación de la media en lo que va de año;2017M12;.
04 Balears, Illes;Variación de la media en lo que va de año;2017M11;.
04 Balears, Illes;Variación de la media en lo que va de año;2017M10;.
04 Balears, Illes;Variación de la media en lo que va de año;2017M09;.
04 Balears, Illes;Variación de la media en lo que va de año;2017M08;.
04 Balears, Illes;Variación de la media en lo que va de año;2017M07;.
04 Balears, Illes;Variación de la media en lo que va de año;2017M06;.
04 Balears, Illes;Variación de la media en lo que va de año;2017M05;.
04 Balears, Illes;Variación de la media en lo que va de año;2017M04;.
04 Balears, Illes;Variación de la media en lo que va de año;2017M03;.
04 Balears, Illes;Variación de la media en lo que va de año;2017M02;.
04 Balears, Illes;Variación de la media en lo que va de año;2017M01;.
04 Balears, Illes;Variación de la media en lo que va de año;2016M12;.
04 Balears, Illes;Variación de la media en lo que va de año;2016M11;.
04 Balears, Illes;Variación de la media en lo que va de año;2016M10;.
04 Balears, Illes;Variación de la media en lo que va de año;2016M09;.
04 Balears, Illes;Variación de la media en lo que va de año;2016M08;.
04 Balears, Illes;Variación de la media en lo que va de año;2016M07;.
04 Balears, Illes;Variación de la media en lo que va de año;2016M06;.
04 Balears, Illes;Variación de la media en lo que va de año;2016M05;.
04 Balears, Illes;Variación de la media en lo que va de año;2016M04;.
04 Balears, Illes;Variación de la media en lo que va de año;2016M03;.
04 Balears, Illes;Variación de la media en lo que va de año;2016M02;.
04 Balears, Illes;Variación de la media en lo que va de año;2016M01;.
04 Balears, Illes;Variación de la media en lo que va de año;2015M12;.
04 Balears, Illes;Variación de la media en lo que va de año;2015M11;.
04 Balears, Illes;Variación de la media en lo que va de año;2015M10;.
04 Balears, Illes;Variación de la media en lo que va de año;2015M09;.
04 Balears, Illes;Variación de la media en lo que va de año;2015M08;.
04 Balears, Illes;Variación de la media en lo que va de año;2015M07;.
04 Balears, Illes;Variación de la media en lo que va de año;2015M06;.
04 Balears, Illes;Variación de la media en lo que va de año;2015M05;.
04 Balears, Illes;Variación de la media en lo que va de año;2015M04;.
04 Balears, Illes;Variación de la media en lo que va de año;2015M03;.
04 Balears, Illes;Variación de la media en lo que va de año;2015M02;.
04 Balears, Illes;Variación de la media en lo que va de año;2015M01;.
04 Balears, Illes;Variación de la media en lo que va de año;2014M12;.
04 Balears, Illes;Variación de la media en lo que va de año;2014M11;.
04 Balears, Illes;Variación de la media en lo que va de año;2014M10;.
04 Balears, Illes;Variación de la media en lo que va de año;2014M09;.
04 Balears, Illes;Variación de la media en lo que va de año;2014M08;.
04 Balears, Illes;Variación de la media en lo que va de año;2014M07;.
04 Balears, Illes;Variación de la media en lo que va de año;2014M06;.
04 Balears, Illes;Variación de la media en lo que va de año;2014M05;.
04 Balears, Illes;Variación de la media en lo que va de año;2014M04;.
04 Balears, Illes;Variación de la media en lo que va de año;2014M03;.
04 Balears, Illes;Variación de la media en lo que va de año;2014M02;.
04 Balears, Illes;Variación de la media en lo que va de año;2014M01;.
04 Balears, Illes;Variación de la media en lo que va de año;2013M12;.
04 Balears, Illes;Variación de la media en lo que va de año;2013M11;.
04 Balears, Illes;Variación de la media en lo que va de año;2013M10;.
04 Balears, Illes;Variación de la media en lo que va de año;2013M09;.
04 Balears, Illes;Variación de la media en lo que va de año;2013M08;.
04 Balears, Illes;Variación de la media en lo que va de año;2013M07;.
04 Balears, Illes;Variación de la media en lo que va de año;2013M06;.
04 Balears, Illes;Variación de la media en lo que va de año;2013M05;.
04 Balears, Illes;Variación de la media en lo que va de año;2013M04;.
04 Balears, Illes;Variación de la media en lo que va de año;2013M03;.
04 Balears, Illes;Variación de la media en lo que va de año;2013M02;.
04 Balears, Illes;Variación de la media en lo que va de año;2013M01;.
04 Balears, Illes;Variación de la media en lo que va de año;2012M12;.
04 Balears, Illes;Variación de la media en lo que va de año;2012M11;.
04 Balears, Illes;Variación de la media en lo que va de año;2012M10;.
04 Balears, Illes;Variación de la media en lo que va de año;2012M09;.
04 Balears, Illes;Variación de la media en lo que va de año;2012M08;.
04 Balears, Illes;Variación de la media en lo que va de año;2012M07;.
04 Balears, Illes;Variación de la media en lo que va de año;2012M06;.
04 Balears, Illes;Variación de la media en lo que va de año;2012M05;.
04 Balears, Illes;Variación de la media en lo que va de año;2012M04;.
04 Balears, Illes;Variación de la media en lo que va de año;2012M03;.
04 Balears, Illes;Variación de la media en lo que va de año;2012M02;.
04 Balears, Illes;Variación de la media en lo que va de año;2012M01;.
05 Canarias;Viajeros transportados;2020M10;4.316
05 Canarias;Viajeros transportados;2020M09;3.683
05 Canarias;Viajeros transportados;2020M08;3.334
05 Canarias;Viajeros transportados;2020M07;3.758
05 Canarias;Viajeros transportados;2020M06;2.997
05 Canarias;Viajeros transportados;2020M05;1.329
05 Canarias;Viajeros transportados;2020M04;670
05 Canarias;Viajeros transportados;2020M03;2.978
05 Canarias;Viajeros transportados;2020M02;5.622
05 Canarias;Viajeros transportados;2020M01;5.717
05 Canarias;Viajeros transportados;2019M12;5.615
05 Canarias;Viajeros transportados;2019M11;5.873
05 Canarias;Viajeros transportados;2019M10;6.287
05 Canarias;Viajeros transportados;2019M09;5.459
05 Canarias;Viajeros transportados;2019M08;4.777
05 Canarias;Viajeros transportados;2019M07;5.384
05 Canarias;Viajeros transportados;2019M06;5.260
05 Canarias;Viajeros transportados;2019M05;5.588
05 Canarias;Viajeros transportados;2019M04;5.287
05 Canarias;Viajeros transportados;2019M03;5.487
05 Canarias;Viajeros transportados;2019M02;5.335
05 Canarias;Viajeros transportados;2019M01;5.402
05 Canarias;Viajeros transportados;2018M12;5.311
05 Canarias;Viajeros transportados;2018M11;5.514
05 Canarias;Viajeros transportados;2018M10;5.735
05 Canarias;Viajeros transportados;2018M09;5.016
05 Canarias;Viajeros transportados;2018M08;4.463
05 Canarias;Viajeros transportados;2018M07;4.855
05 Canarias;Viajeros transportados;2018M06;4.899
05 Canarias;Viajeros transportados;2018M05;5.213
05 Canarias;Viajeros transportados;2018M04;5.265
05 Canarias;Viajeros transportados;2018M03;5.178
05 Canarias;Viajeros transportados;2018M02;4.564
05 Canarias;Viajeros transportados;2018M01;4.979
05 Canarias;Viajeros transportados;2017M12;4.766
05 Canarias;Viajeros transportados;2017M11;5.259
05 Canarias;Viajeros transportados;2017M10;5.254
05 Canarias;Viajeros transportados;2017M09;4.820
05 Canarias;Viajeros transportados;2017M08;4.246
05 Canarias;Viajeros transportados;2017M07;4.596
05 Canarias;Viajeros transportados;2017M06;4.907
05 Canarias;Viajeros transportados;2017M05;5.053
05 Canarias;Viajeros transportados;2017M04;4.713
05 Canarias;Viajeros transportados;2017M03;5.342
05 Canarias;Viajeros transportados;2017M02;4.772
05 Canarias;Viajeros transportados;2017M01;4.937
05 Canarias;Viajeros transportados;2016M12;4.810
05 Canarias;Viajeros transportados;2016M11;5.098
05 Canarias;Viajeros transportados;2016M10;5.073
05 Canarias;Viajeros transportados;2016M09;4.829
05 Canarias;Viajeros transportados;2016M08;4.119
05 Canarias;Viajeros transportados;2016M07;4.486
05 Canarias;Viajeros transportados;2016M06;4.750
05 Canarias;Viajeros transportados;2016M05;4.797
05 Canarias;Viajeros transportados;2016M04;4.947
05 Canarias;Viajeros transportados;2016M03;4.807
05 Canarias;Viajeros transportados;2016M02;4.662
05 Canarias;Viajeros transportados;2016M01;4.726
05 Canarias;Viajeros transportados;2015M12;4.842
05 Canarias;Viajeros transportados;2015M11;4.953
05 Canarias;Viajeros transportados;2015M10;4.885
05 Canarias;Viajeros transportados;2015M09;4.686
05 Canarias;Viajeros transportados;2015M08;3.878
05 Canarias;Viajeros transportados;2015M07;4.489
05 Canarias;Viajeros transportados;2015M06;4.595
05 Canarias;Viajeros transportados;2015M05;4.699
05 Canarias;Viajeros transportados;2015M04;4.601
05 Canarias;Viajeros transportados;2015M03;4.763
05 Canarias;Viajeros transportados;2015M02;4.357
05 Canarias;Viajeros transportados;2015M01;4.463
05 Canarias;Viajeros transportados;2014M12;4.612
05 Canarias;Viajeros transportados;2014M11;4.571
05 Canarias;Viajeros transportados;2014M10;5.051
05 Canarias;Viajeros transportados;2014M09;4.473
05 Canarias;Viajeros transportados;2014M08;3.718
05 Canarias;Viajeros transportados;2014M07;4.354
05 Canarias;Viajeros transportados;2014M06;4.416
05 Canarias;Viajeros transportados;2014M05;4.531
05 Canarias;Viajeros transportados;2014M04;4.455
05 Canarias;Viajeros transportados;2014M03;4.546
05 Canarias;Viajeros transportados;2014M02;4.390
05 Canarias;Viajeros transportados;2014M01;4.574
05 Canarias;Viajeros transportados;2013M12;4.345
05 Canarias;Viajeros transportados;2013M11;4.666
05 Canarias;Viajeros transportados;2013M10;4.959
05 Canarias;Viajeros transportados;2013M09;4.382
05 Canarias;Viajeros transportados;2013M08;3.755
05 Canarias;Viajeros transportados;2013M07;4.136
05 Canarias;Viajeros transportados;2013M06;4.182
05 Canarias;Viajeros transportados;2013M05;4.512
05 Canarias;Viajeros transportados;2013M04;4.670
05 Canarias;Viajeros transportados;2013M03;4.330
05 Canarias;Viajeros transportados;2013M02;4.173
05 Canarias;Viajeros transportados;2013M01;4.696
05 Canarias;Viajeros transportados;2012M12;4.117
05 Canarias;Viajeros transportados;2012M11;4.351
05 Canarias;Viajeros transportados;2012M10;4.687
05 Canarias;Viajeros transportados;2012M09;4.212
05 Canarias;Viajeros transportados;2012M08;3.763
05 Canarias;Viajeros transportados;2012M07;4.210
05 Canarias;Viajeros transportados;2012M06;4.283
05 Canarias;Viajeros transportados;2012M05;4.565
05 Canarias;Viajeros transportados;2012M04;4.167
05 Canarias;Viajeros transportados;2012M03;4.646
05 Canarias;Viajeros transportados;2012M02;4.388
05 Canarias;Viajeros transportados;2012M01;4.564
05 Canarias;Variación anual;2020M10;-31,4
05 Canarias;Variación anual;2020M09;-32,5
05 Canarias;Variación anual;2020M08;-30,2
05 Canarias;Variación anual;2020M07;-30,2
05 Canarias;Variación anual;2020M06;-43,0
05 Canarias;Variación anual;2020M05;-76,2
05 Canarias;Variación anual;2020M04;-87,3
05 Canarias;Variación anual;2020M03;-45,7
05 Canarias;Variación anual;2020M02;5,4
05 Canarias;Variación anual;2020M01;5,8
05 Canarias;Variación anual;2019M12;5,7
05 Canarias;Variación anual;2019M11;6,5
05 Canarias;Variación anual;2019M10;9,6
05 Canarias;Variación anual;2019M09;8,8
05 Canarias;Variación anual;2019M08;7,0
05 Canarias;Variación anual;2019M07;10,9
05 Canarias;Variación anual;2019M06;7,4
05 Canarias;Variación anual;2019M05;7,2
05 Canarias;Variación anual;2019M04;0,4
05 Canarias;Variación anual;2019M03;6,0
05 Canarias;Variación anual;2019M02;16,9
05 Canarias;Variación anual;2019M01;8,5
05 Canarias;Variación anual;2018M12;11,4
05 Canarias;Variación anual;2018M11;4,9
05 Canarias;Variación anual;2018M10;9,2
05 Canarias;Variación anual;2018M09;4,1
05 Canarias;Variación anual;2018M08;5,1
05 Canarias;Variación anual;2018M07;5,6
05 Canarias;Variación anual;2018M06;-0,2
05 Canarias;Variación anual;2018M05;3,2
05 Canarias;Variación anual;2018M04;11,7
05 Canarias;Variación anual;2018M03;-3,1
05 Canarias;Variación anual;2018M02;-4,4
05 Canarias;Variación anual;2018M01;0,8
05 Canarias;Variación anual;2017M12;-0,9
05 Canarias;Variación anual;2017M11;3,2
05 Canarias;Variación anual;2017M10;3,6
05 Canarias;Variación anual;2017M09;-0,2
05 Canarias;Variación anual;2017M08;3,1
05 Canarias;Variación anual;2017M07;2,5
05 Canarias;Variación anual;2017M06;3,3
05 Canarias;Variación anual;2017M05;5,3
05 Canarias;Variación anual;2017M04;-4,7
05 Canarias;Variación anual;2017M03;11,1
05 Canarias;Variación anual;2017M02;2,4
05 Canarias;Variación anual;2017M01;4,5
05 Canarias;Variación anual;2016M12;-0,7
05 Canarias;Variación anual;2016M11;2,9
05 Canarias;Variación anual;2016M10;3,8
05 Canarias;Variación anual;2016M09;3,0
05 Canarias;Variación anual;2016M08;6,2
05 Canarias;Variación anual;2016M07;-0,1
05 Canarias;Variación anual;2016M06;3,4
05 Canarias;Variación anual;2016M05;2,1
05 Canarias;Variación anual;2016M04;7,5
05 Canarias;Variación anual;2016M03;0,9
05 Canarias;Variación anual;2016M02;7,0
05 Canarias;Variación anual;2016M01;5,9
05 Canarias;Variación anual;2015M12;5,0
05 Canarias;Variación anual;2015M11;8,4
05 Canarias;Variación anual;2015M10;-3,3
05 Canarias;Variación anual;2015M09;4,8
05 Canarias;Variación anual;2015M08;4,3
05 Canarias;Variación anual;2015M07;3,1
05 Canarias;Variación anual;2015M06;4,0
05 Canarias;Variación anual;2015M05;3,7
05 Canarias;Variación anual;2015M04;3,3
05 Canarias;Variación anual;2015M03;4,8
05 Canarias;Variación anual;2015M02;-0,8
05 Canarias;Variación anual;2015M01;-2,4
05 Canarias;Variación anual;2014M12;6,1
05 Canarias;Variación anual;2014M11;-2,0
05 Canarias;Variación anual;2014M10;1,9
05 Canarias;Variación anual;2014M09;2,1
05 Canarias;Variación anual;2014M08;-1,0
05 Canarias;Variación anual;2014M07;5,3
05 Canarias;Variación anual;2014M06;5,6
05 Canarias;Variación anual;2014M05;0,4
05 Canarias;Variación anual;2014M04;-4,6
05 Canarias;Variación anual;2014M03;5,0
05 Canarias;Variación anual;2014M02;5,2
05 Canarias;Variación anual;2014M01;-2,6
05 Canarias;Variación anual;2013M12;5,6
05 Canarias;Variación anual;2013M11;7,3
05 Canarias;Variación anual;2013M10;5,8
05 Canarias;Variación anual;2013M09;4,0
05 Canarias;Variación anual;2013M08;-0,2
05 Canarias;Variación anual;2013M07;-1,8
05 Canarias;Variación anual;2013M06;-2,4
05 Canarias;Variación anual;2013M05;-1,2
05 Canarias;Variación anual;2013M04;12,1
05 Canarias;Variación anual;2013M03;-6,8
05 Canarias;Variación anual;2013M02;-4,9
05 Canarias;Variación anual;2013M01;2,9
05 Canarias;Variación anual;2012M12;-8,4
05 Canarias;Variación anual;2012M11;-9,4
05 Canarias;Variación anual;2012M10;-1,2
05 Canarias;Variación anual;2012M09;-6,7
05 Canarias;Variación anual;2012M08;-3,1
05 Canarias;Variación anual;2012M07;-1,7
05 Canarias;Variación anual;2012M06;-6,8
05 Canarias;Variación anual;2012M05;-2,8
05 Canarias;Variación anual;2012M04;-5,6
05 Canarias;Variación anual;2012M03;-2,1
05 Canarias;Variación anual;2012M02;-1,1
05 Canarias;Variación anual;2012M01;1,5
05 Canarias;Variación de la media en lo que va de año;2020M10;-36,6
05 Canarias;Variación de la media en lo que va de año;2020M09;-37,3
05 Canarias;Variación de la media en lo que va de año;2020M08;-37,9
05 Canarias;Variación de la media en lo que va de año;2020M07;-38,9
05 Canarias;Variación de la media en lo que va de año;2020M06;-40,3
05 Canarias;Variación de la media en lo que va de año;2020M05;-39,8
05 Canarias;Variación de la media en lo que va de año;2020M04;-30,3
05 Canarias;Variación de la media en lo que va de año;2020M03;-11,8
05 Canarias;Variación de la media en lo que va de año;2020M02;5,6
05 Canarias;Variación de la media en lo que va de año;2020M01;5,8
05 Canarias;Variación de la media en lo que va de año;2019M12;7,8
05 Canarias;Variación de la media en lo que va de año;2019M11;8,0
05 Canarias;Variación de la media en lo que va de año;2019M10;8,2
05 Canarias;Variación de la media en lo que va de año;2019M09;8,0
05 Canarias;Variación de la media en lo que va de año;2019M08;7,9
05 Canarias;Variación de la media en lo que va de año;2019M07;8,0
05 Canarias;Variación de la media en lo que va de año;2019M06;7,5
05 Canarias;Variación de la media en lo que va de año;2019M05;7,5
05 Canarias;Variación de la media en lo que va de año;2019M04;7,6
05 Canarias;Variación de la media en lo que va de año;2019M03;10,2
05 Canarias;Variación de la media en lo que va de año;2019M02;12,5
05 Canarias;Variación de la media en lo que va de año;2019M01;8,5
05 Canarias;Variación de la media en lo que va de año;2018M12;4,0
05 Canarias;Variación de la media en lo que va de año;2018M11;3,3
05 Canarias;Variación de la media en lo que va de año;2018M10;3,1
05 Canarias;Variación de la media en lo que va de año;2018M09;2,4
05 Canarias;Variación de la media en lo que va de año;2018M08;2,2
05 Canarias;Variación de la media en lo que va de año;2018M07;1,8
05 Canarias;Variación de la media en lo que va de año;2018M06;1,3
05 Canarias;Variación de la media en lo que va de año;2018M05;1,5
05 Canarias;Variación de la media en lo que va de año;2018M04;1,1
05 Canarias;Variación de la media en lo que va de año;2018M03;-2,2
05 Canarias;Variación de la media en lo que va de año;2018M02;-1,7
05 Canarias;Variación de la media en lo que va de año;2018M01;0,8
05 Canarias;Variación de la media en lo que va de año;2017M12;2,7
05 Canarias;Variación de la media en lo que va de año;2017M11;3,1
05 Canarias;Variación de la media en lo que va de año;2017M10;3,1
05 Canarias;Variación de la media en lo que va de año;2017M09;3,0
05 Canarias;Variación de la media en lo que va de año;2017M08;3,4
05 Canarias;Variación de la media en lo que va de año;2017M07;3,5
05 Canarias;Variación de la media en lo que va de año;2017M06;3,6
05 Canarias;Variación de la media en lo que va de año;2017M05;3,7
05 Canarias;Variación de la media en lo que va de año;2017M04;3,3
05 Canarias;Variación de la media en lo que va de año;2017M03;6,0
05 Canarias;Variación de la media en lo que va de año;2017M02;3,4
05 Canarias;Variación de la media en lo que va de año;2017M01;4,5
05 Canarias;Variación de la media en lo que va de año;2016M12;3,4
05 Canarias;Variación de la media en lo que va de año;2016M11;3,8
05 Canarias;Variación de la media en lo que va de año;2016M10;3,9
05 Canarias;Variación de la media en lo que va de año;2016M09;3,9
05 Canarias;Variación de la media en lo que va de año;2016M08;4,0
05 Canarias;Variación de la media en lo que va de año;2016M07;3,8
05 Canarias;Variación de la media en lo que va de año;2016M06;4,4
05 Canarias;Variación de la media en lo que va de año;2016M05;4,6
05 Canarias;Variación de la media en lo que va de año;2016M04;5,3
05 Canarias;Variación de la media en lo que va de año;2016M03;4,5
05 Canarias;Variación de la media en lo que va de año;2016M02;6,4
05 Canarias;Variación de la media en lo que va de año;2016M01;5,9
05 Canarias;Variación de la media en lo que va de año;2015M12;2,8
05 Canarias;Variación de la media en lo que va de año;2015M11;2,6
05 Canarias;Variación de la media en lo que va de año;2015M10;2,0
05 Canarias;Variación de la media en lo que va de año;2015M09;2,7
05 Canarias;Variación de la media en lo que va de año;2015M08;2,5
05 Canarias;Variación de la media en lo que va de año;2015M07;2,2
05 Canarias;Variación de la media en lo que va de año;2015M06;2,1
05 Canarias;Variación de la media en lo que va de año;2015M05;1,7
05 Canarias;Variación de la media en lo que va de año;2015M04;1,2
05 Canarias;Variación de la media en lo que va de año;2015M03;0,5
05 Canarias;Variación de la media en lo que va de año;2015M02;-1,6
05 Canarias;Variación de la media en lo que va de año;2015M01;-2,4
05 Canarias;Variación de la media en lo que va de año;2014M12;1,7
05 Canarias;Variación de la media en lo que va de año;2014M11;1,3
05 Canarias;Variación de la media en lo que va de año;2014M10;1,6
05 Canarias;Variación de la media en lo que va de año;2014M09;1,6
05 Canarias;Variación de la media en lo que va de año;2014M08;1,5
05 Canarias;Variación de la media en lo que va de año;2014M07;1,8
05 Canarias;Variación de la media en lo que va de año;2014M06;1,3
05 Canarias;Variación de la media en lo que va de año;2014M05;0,5
05 Canarias;Variación de la media en lo que va de año;2014M04;0,5
05 Canarias;Variación de la media en lo que va de año;2014M03;2,4
05 Canarias;Variación de la media en lo que va de año;2014M02;1,1
05 Canarias;Variación de la media en lo que va de año;2014M01;-2,6
05 Canarias;Variación de la media en lo que va de año;2013M12;1,6
05 Canarias;Variación de la media en lo que va de año;2013M11;1,3
05 Canarias;Variación de la media en lo que va de año;2013M10;0,7
05 Canarias;Variación de la media en lo que va de año;2013M09;0,1
05 Canarias;Variación de la media en lo que va de año;2013M08;-0,4
05 Canarias;Variación de la media en lo que va de año;2013M07;-0,4
05 Canarias;Variación de la media en lo que va de año;2013M06;-0,2
05 Canarias;Variación de la media en lo que va de año;2013M05;0,2
05 Canarias;Variación de la media en lo que va de año;2013M04;0,6
05 Canarias;Variación de la media en lo que va de año;2013M03;-2,9
05 Canarias;Variación de la media en lo que va de año;2013M02;-0,9
05 Canarias;Variación de la media en lo que va de año;2013M01;2,9
05 Canarias;Variación de la media en lo que va de año;2012M12;-4,0
05 Canarias;Variación de la media en lo que va de año;2012M11;-3,6
05 Canarias;Variación de la media en lo que va de año;2012M10;-3,0
05 Canarias;Variación de la media en lo que va de año;2012M09;-3,2
05 Canarias;Variación de la media en lo que va de año;2012M08;-2,7
05 Canarias;Variación de la media en lo que va de año;2012M07;-2,7
05 Canarias;Variación de la media en lo que va de año;2012M06;-2,8
05 Canarias;Variación de la media en lo que va de año;2012M05;-2,0
05 Canarias;Variación de la media en lo que va de año;2012M04;-1,8
05 Canarias;Variación de la media en lo que va de año;2012M03;-0,6
05 Canarias;Variación de la media en lo que va de año;2012M02;0,2
05 Canarias;Variación de la media en lo que va de año;2012M01;1,5
06 Cantabria;Viajeros transportados;2020M10;.
06 Cantabria;Viajeros transportados;2020M09;.
06 Cantabria;Viajeros transportados;2020M08;.
06 Cantabria;Viajeros transportados;2020M07;.
06 Cantabria;Viajeros transportados;2020M06;.
06 Cantabria;Viajeros transportados;2020M05;.
06 Cantabria;Viajeros transportados;2020M04;.
06 Cantabria;Viajeros transportados;2020M03;.
06 Cantabria;Viajeros transportados;2020M02;.
06 Cantabria;Viajeros transportados;2020M01;.
06 Cantabria;Viajeros transportados;2019M12;.
06 Cantabria;Viajeros transportados;2019M11;.
06 Cantabria;Viajeros transportados;2019M10;.
06 Cantabria;Viajeros transportados;2019M09;.
06 Cantabria;Viajeros transportados;2019M08;.
06 Cantabria;Viajeros transportados;2019M07;.
06 Cantabria;Viajeros transportados;2019M06;.
06 Cantabria;Viajeros transportados;2019M05;.
06 Cantabria;Viajeros transportados;2019M04;.
06 Cantabria;Viajeros transportados;2019M03;.
06 Cantabria;Viajeros transportados;2019M02;.
06 Cantabria;Viajeros transportados;2019M01;.
06 Cantabria;Viajeros transportados;2018M12;.
06 Cantabria;Viajeros transportados;2018M11;.
06 Cantabria;Viajeros transportados;2018M10;.
06 Cantabria;Viajeros transportados;2018M09;.
06 Cantabria;Viajeros transportados;2018M08;.
06 Cantabria;Viajeros transportados;2018M07;.
06 Cantabria;Viajeros transportados;2018M06;.
06 Cantabria;Viajeros transportados;2018M05;.
06 Cantabria;Viajeros transportados;2018M04;.
06 Cantabria;Viajeros transportados;2018M03;.
06 Cantabria;Viajeros transportados;2018M02;.
